epoch,train_loss,train_accuracy,test_loss,test_accuracy,learning_rate
1,0.20562314987182617,0.0,0.05608182101492669,0.0,0.0005
2,0.09364984426498413,0.0,0.03261548345374644,0.0,0.0005
3,0.08077193209528923,0.0,0.03736629715533393,0.0,0.0005
4,0.07431925063431263,0.0,0.028307278136349028,0.0,0.0005
5,0.06528154373764991,0.0,0.02763054617769589,0.0,0.0005
6,0.06322759154736995,0.0,0.027498646651151454,0.0,0.0005
7,0.06065841904878616,0.0,0.026246680922592712,0.0,0.0005
8,0.053626256090402606,0.0,0.02020651079227875,0.0,0.0005
9,0.05343818560093641,0.0,0.029100018565299784,0.0,0.0005
10,0.049454770302772524,0.0,0.026342293553078062,0.0,0.0005
11,0.047049885591864585,0.0,0.019732878466320644,0.0,0.0005
12,0.0474783582597971,0.0,0.02153259634105548,0.0,0.0005
13,0.04459339670091868,0.0,0.026322812423299834,0.0,0.0005
14,0.043007496583461764,0.0,0.021237406511880032,0.0,0.0005
15,0.04444597316980362,0.0,0.020297687835872744,0.0,0.0005
16,0.044520662128925324,0.0,0.02098690553354752,0.0,0.0005
17,0.04199684102088213,0.0,0.02098949352030162,0.0,0.0005
18,0.04287766532748938,0.0,0.018725112638181184,0.0,0.0005
19,0.04246352714598179,0.0,0.01756497033557315,0.0,0.0005
20,0.040548186960816385,0.0,0.01598561969348437,0.0,0.0005
21,0.039593749172985554,0.0,0.020761311680054777,0.0,0.0005
22,0.04197249128073454,0.0,0.01556763018089922,0.0,0.0005
23,0.0413814261034131,0.0,0.018486112498553694,0.0,0.0005
24,0.03903096011728048,0.0,0.028111857940460658,0.0,0.0005
25,0.038712731483578684,0.0,0.01582038760701325,0.0,0.0005
26,0.038354989159107206,0.0,0.02079416451394368,0.0,0.0005
27,0.03900243120789528,0.0,0.02128680545990919,0.0,0.0005
28,0.03883541138619184,0.0,0.015197634072618404,0.0,0.0005
29,0.03804365203231573,0.0,0.022939718894921482,0.0,0.0005
30,0.036905105051398275,0.0,0.018253590276903788,0.0,0.0005
31,0.03968245679289103,0.0,0.019357037481371384,0.0,0.0005
32,0.0371033085539937,0.0,0.023690448649773363,0.0,0.0005
33,0.03602119560390711,0.0,0.02142643412444622,0.0,0.0005
34,0.0361814388692379,0.0,0.014979640613636299,0.0,0.0005
35,0.03776828630119562,0.0,0.017309362074704307,0.0,0.0005
36,0.035393149496614935,0.0,0.026677880723883583,0.0,0.0005
37,0.03566131170392037,0.0,0.017928344667681558,0.0,0.0005
38,0.03559285830408335,0.0,0.020047529001429584,0.0,0.0005
39,0.03620307971090078,0.0,0.017651226341866763,0.0,0.0005
40,0.03437180106341839,0.0,0.012766137432935795,0.0,0.0005
41,0.03698051875680685,0.0,0.020518931558735336,0.0,0.0005
42,0.03593389192670584,0.0,0.018494770592256526,0.0,0.0005
43,0.033963160382211206,0.0,0.026656094363113496,0.0,0.0005
44,0.034282205326855185,0.0,0.016129672347870508,0.0,0.0005
45,0.033389057675004004,0.0,0.017804876488935986,0.0,0.0005
46,0.03441297235786915,0.0,0.017016870506511184,0.0,0.0005
47,0.03362734777256846,0.0,0.013747699515727959,0.0,0.0005
48,0.03469497353732586,0.0,0.02555765574026829,0.0,0.0005
49,0.034814970465004445,0.0,0.018631969495516293,0.0,0.0005
50,0.03239435642957687,0.0,0.01656640466498389,0.0,0.0005
51,0.03277615299522877,0.0,0.017633582681868296,0.0,0.0005
52,0.0303652136862278,0.0,0.017516904070107326,0.0,0.0005
53,0.03125118136107922,0.0,0.018206441006771507,0.0,0.0005
54,0.03336753429025412,0.0,0.014150407801494952,0.0,0.0005
55,0.03310530964583158,0.0,0.014472064757897595,0.0,0.0005
56,0.03454225189983845,0.0,0.014814702303083554,0.0,0.0005
57,0.03279085274785757,0.0,0.013302693684781148,0.0,0.0005
58,0.03266658775806427,0.0,0.019747476677772154,0.0,0.0005
59,0.03305085780620575,0.0,0.019992914007810555,0.0,0.0005
60,0.033191833268105986,0.0,0.017944862585585968,0.0,0.0005
